Level	Date and Time	Source	Event ID	Task Category
Warning	30-07-2019 08:30:03	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name ssl.gstatic.com timed out after none of the configured DNS servers responded.
Information	30-07-2019 08:29:58	McAfee Service Controller	9	None	The mfeavsvc MMS service was deleted.
Information	30-07-2019 08:29:58	McAfee Service Controller	2	None	The mfeavsvc MMS Service entered the stopped state.
Information	30-07-2019 08:29:53	McAfee Service Controller	1	None	The mfecore MMS Service entered the running state.
Information	30-07-2019 08:29:52	McAfee Service Controller	2	None	The mfecore MMS Service entered the stopped state.
Information	30-07-2019 08:29:28	McAfee Service Controller	2	None	The homenetsvc MMS Service entered the stopped state.
Information	30-07-2019 08:29:28	McAfee Service Controller	1	None	The homenetsvc MMS Service entered the running state.
Information	30-07-2019 08:29:25	McAfee Service Controller	1	None	The mfecore MMS Service entered the running state.
Information	30-07-2019 08:29:17	McAfee Service Controller	7	None	"A service was created with MFEMMS:  Service Name: mfecore Service BinaryPath: ""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe"" Service Type: SERVICE_TYPE_MMS Service Power Profile: POWERPROFILE_UNDEFINED Service Depends On: mfevtp  Service Restart Period: 1800 Service Restart Count: 2 Service Restart Delay: 5 Service Group Account: LocalSystem Service Startup Profile: SERVICE_START_EARLY"
Information	30-07-2019 08:29:12	McAfee Service Controller	9	None	The mfecore MMS service was deleted.
Information	30-07-2019 08:29:12	McAfee Service Controller	2	None	The mfecore MMS Service entered the stopped state.
Information	30-07-2019 08:27:32	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  McAfee PEF Service
Service File Name:  ""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	30-07-2019 08:27:24	Service Control Manager	7040	None	The start type of the McAfee CSP Service service was changed from disabled to auto start.
Information	30-07-2019 08:27:22	Service Control Manager	7040	None	The start type of the McAfee CSP Service service was changed from auto start to disabled.
Information	30-07-2019 08:26:53	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-07-2019 08:26:52	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-07-2019 08:26:50	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-07-2019 08:26:05	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
Information	30-07-2019 08:26:05	McAfee Service Controller	7	None	"A service was created with MFEMMS:  Service Name: protectedmodulehostservice Service BinaryPath: ""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe"" Service Type: SERVICE_TYPE_MMS Service Power Profile: POWERPROFILE_NORMAL Service Depends On:  Service Restart Period: 300 Service Restart Count: 5 Service Restart Delay: 5 Service Group Account: LocalSystem Service Startup Profile: SERVICE_START_EARLY"
Information	30-07-2019 08:26:05	McAfee Service Controller	9	None	The protectedmodulehostservice MMS service was deleted.
Information	30-07-2019 08:26:04	McAfee Service Controller	2	None	The protectedmodulehostservice MMS Service entered the stopped state.
Information	30-07-2019 08:26:03	McAfee Service Controller	1	None	The mfeavsvc MMS Service entered the running state.
Information	30-07-2019 08:26:02	McAfee Service Controller	2	None	The mfeavsvc MMS Service entered the stopped state.
Information	30-07-2019 08:25:59	Service Control Manager	7040	None	The start type of the McAfee AP Service service was changed from disabled to auto start.
Information	30-07-2019 08:25:56	Service Control Manager	7040	None	The start type of the McAfee Activation Service service was changed from disabled to demand start.
Information	30-07-2019 08:25:53	Service Control Manager	7040	None	The start type of the McAfee Firewall Core Service service was changed from disabled to demand start.
Information	30-07-2019 08:25:52	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
Information	30-07-2019 08:25:51	McAfee Service Controller	2	None	The msk80service MMS Service entered the stopped state.
Information	30-07-2019 08:25:51	McAfee Service Controller	1	None	The msk80service MMS Service entered the running state.
Information	30-07-2019 08:25:50	McAfee Service Controller	2	None	The mmscom MMS Service entered the stopped state.
Information	30-07-2019 08:25:50	McAfee Service Controller	1	None	The mmscom MMS Service entered the running state.
Information	30-07-2019 08:25:49	McAfee Service Controller	2	None	The mcproxy MMS Service entered the stopped state.
Information	30-07-2019 08:25:49	McAfee Service Controller	1	None	The mcproxy MMS Service entered the running state.
Information	30-07-2019 08:25:48	McAfee Service Controller	2	None	The mcpltsvc MMS Service entered the stopped state.
Information	30-07-2019 08:25:48	McAfee Service Controller	1	None	The mcpltsvc MMS Service entered the running state.
Information	30-07-2019 08:25:47	McAfee Service Controller	2	None	The mcbootdelaystartsvc MMS Service entered the stopped state.
Information	30-07-2019 08:25:47	McAfee Service Controller	1	None	The mcbootdelaystartsvc MMS Service entered the running state.
Information	30-07-2019 08:25:43	McAfee Service Controller	2	None	The homenetsvc MMS Service entered the stopped state.
Information	30-07-2019 08:25:43	McAfee Service Controller	1	None	The homenetsvc MMS Service entered the running state.
Information	30-07-2019 08:25:42	Service Control Manager	7040	None	The start type of the McAfee Validation Trust Protection Service service was changed from disabled to demand start.
Information	30-07-2019 08:25:36	McAfee Service Controller	1	None	The mfefire MMS Service entered the running state.
Information	30-07-2019 08:25:35	McAfee Service Controller	1	None	The mfecore MMS Service entered the running state.
Information	30-07-2019 08:25:34	McAfee Service Controller	1	None	The mfeavsvc MMS Service entered the running state.
Information	30-07-2019 08:25:24	McAfee Service Controller	1	None	The mfevtp MMS Service entered the running state.
Information	30-07-2019 08:23:25	Service Control Manager	7040	None	The start type of the McAfee Service Controller service was changed from disabled to auto start.
Information	30-07-2019 08:23:24	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  McAfee Temporary Installer Service
Service File Name:  ""C:\Program Files\Common Files\McAfee\VSCore_19_5\VSC2EE4.tmp\VSCore\mfehidin.exe"" -service mfemms
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	30-07-2019 08:23:24	Service Control Manager	7040	None	The start type of the McAfee Service Controller service was changed from auto start to disabled.
Information	30-07-2019 08:23:23	Microsoft-Windows-FilterManager	6	None	File System Filter 'mfehidk01' (0.0, ‎2019‎-‎04‎-‎26T08:39:33.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-07-2019 08:23:06	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	30-07-2019 08:23:06	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	30-07-2019 08:23:06	McAfee Service Controller	2	None	The mfevtp MMS Service entered the stopped state.
Information	30-07-2019 08:23:05	Service Control Manager	7040	None	The start type of the McAfee Validation Trust Protection Service service was changed from demand start to disabled.
Information	30-07-2019 08:23:05	Service Control Manager	7040	None	The start type of the McAfee Activation Service service was changed from demand start to disabled.
Information	30-07-2019 08:23:04	Service Control Manager	7040	None	The start type of the McAfee Firewall Core Service service was changed from demand start to disabled.
Information	30-07-2019 08:23:03	McAfee Service Controller	2	None	The protectedmodulehostservice MMS Service entered the stopped state.
Information	30-07-2019 08:23:02	McAfee Service Controller	2	None	The mfefire MMS Service entered the stopped state.
Information	30-07-2019 08:23:02	McAfee Service Controller	2	None	The mfefire MMS Service entered the stopped state.
Information	30-07-2019 08:22:59	Service Control Manager	7040	None	The start type of the McAfee AP Service service was changed from auto start to disabled.
Information	30-07-2019 08:22:57	McAfee Service Controller	2	None	The mfecore MMS Service entered the stopped state.
Information	30-07-2019 08:22:20	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  McAfee PEF Service
Service File Name:  ""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Warning	30-07-2019 08:22:06	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Warning	30-07-2019 08:21:53	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Information	30-07-2019 08:21:50	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:48	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 13 keys and creating 2 modified pages.
Information	30-07-2019 08:21:48	Service Control Manager	7040	None	The start type of the McAfee Module Core Service service was changed from disabled to auto start.
Information	30-07-2019 08:21:49	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
Information	30-07-2019 08:21:46	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	30-07-2019 08:21:46	McAfee Service Controller	2	None	The protectedmodulehostservice MMS Service entered the stopped state.
Information	30-07-2019 08:21:45	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 23 keys and creating 6 modified pages.
Error	30-07-2019 08:21:43	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user DESKTOP-HNCA8IM\karthikeyaram SID (S-1-5-21-2479648021-1448410262-2704196919-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-350187224-1905355452-1037786396-3028148496-2624191407-3283318427-1255436723). This security permission can be modified using the Component Services administrative tool."
Information	30-07-2019 08:21:42	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.Word_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:41	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.Publisher_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Warning	30-07-2019 08:21:40	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
Information	30-07-2019 08:21:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.PowerPoint_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:39	Service Control Manager	7040	None	The start type of the McAfee Module Core Service service was changed from auto start to disabled.
Information	30-07-2019 08:21:38	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.Outlook_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:36	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.Excel_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-07-2019 08:21:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\karthikeyaram\AppData\Local\Packages\Microsoft.Office.Desktop.Access_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Warning	30-07-2019 08:21:32	Microsoft-Windows-WHEA-Logger	17	None	"A corrected hardware error has occurred.

Component: PCI Express Root Port
Error Source: Advanced Error Reporting (PCI Express)

Bus:Device:Function: 0x0:0x1C:0x0
Vendor ID:Device ID: 0x8086:0x9D14
Class Code: 0x30400

The details view of this entry contains further information."
